Course_Name,Company_Offering,Skills_Gained,Ratings,Number_of_Ratings,Course_Link
Hands-on Introduction to Linux Commands and Shell Scripting,IBM,Linux,4.7,1000,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting
Introduction to DevOps,IBM,"DevOps, Continuous Delivery, Continuous Integration, Software Engineering",4.8,5000,https://www.coursera.org/learn/intro-to-devops
Behavioral Finance,Duke University,"Behavioral Economics, Business Psychology, Critical Thinking, Decision Making, Finance, Investment Management, People Analysis, Probability & Statistics, Problem Solving, Strategy",4.4,9000,https://www.coursera.org/learn/duke-behavioral-finance
From Excel to Power BI,Knowledge Accelerators,"Data Analysis, Data Model, Data Visualization, Microsoft Excel, Power BI",4.4,340,https://www.coursera.org/learn/from-excel-to-power-bi
Exploratory Data Analysis for Machine Learning,IBM,"Data Analysis, Exploratory Data Analysis, Machine Learning, Statistical Machine Learning, Feature Engineering, General Statistics, Probability & Statistics, Statistical Analysis, Algorithms, Data Structures",4.6,6000,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning
Coding for Everyone: C and C++,"University of California, Santa Cruz","C Programming Language Family, Computer Programming, Programming Principles, Algorithms, Data Structures, C++ Programming, Computational Logic, Computer Programming Tools, Computational Thinking, Critical Thinking, Mathematics, Problem Solving, Graph Theory, Software Engineering",4.5,9000,https://www.coursera.org/specializations/coding-for-everyone
Economics of Money and Banking,Columbia University,"Banking, Finance",4.9,6000,https://www.coursera.org/learn/money-banking
Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,"DevOps, Software Engineering, Strategy and Operations, Decision Making, Leadership and Management, Operational Analysis, Performance Management, User Experience, Problem Solving, Continuous Delivery",4.5,876,https://www.coursera.org/learn/site-reliability-engineering-slos
Professionalism in Allied Health,MedCerts,"Communication, Leadership and Management",4.8,224,https://www.coursera.org/learn/professionalism-allied-health
Professional Skills for the Workplace,"University of California, Davis","Leadership and Management, Communication, Emotional Intelligence, Professional Development, Collaboration, Problem Solving, Critical Thinking, People Development, Business Psychology, Strategy and Operations, Adaptability, People Analysis, Strategy, Resilience, Entrepreneurship, Planning",4.7,7000,https://www.coursera.org/specializations/professional-skills-for-the-workplace
Diversity and inclusion in the workplace,ESSEC Business School,"Human Resources, Leadership and Management, Organizational Development, Change Management, Critical Thinking, Employee Relations, People Analysis, Professional Development, Talent Management, Performance Management, Training",4.7,920,https://www.coursera.org/learn/diversity-inclusion-workplace
Introduction to Clinical Data,Stanford University,"Data Analysis, Data Mining",4.7,285,https://www.coursera.org/learn/introduction-clinical-data
Renewable Energy,University of Colorado Boulder,"Strategy and Operations, Leadership and Management, Planning, Systems Design, Project Management, Operations Management, Critical Thinking, Market Research, Operational Analysis, Strategy, Supply Chain and Logistics, Feature Engineering, General Statistics, Innovation, Operating Systems, Research and Design, Benefits, Change Management, Problem Solving, Product Strategy, Application Development, Finance, Financial Management, Marketing, Organizational Development, Technical Product Management",4.8,808,https://www.coursera.org/specializations/renewable-energy
Sales Training for High Performing Teams,HubSpot Academy,"Consultative Selling, Business Strategy, Prospecting and Qualification, Sales Prospecting, Business To Business (B2B) Sales, Content Marketing, Customer Relationship Management (CRM), Customer Success Management, Go To Market Strategy, Lead Generation, Negotiation, Outside Sales, Sales Management, Sales Presentations, Sales Process, Specialized Sales",4.7,987,https://www.coursera.org/specializations/sales-training-high-performing-teams
Healthcare Law,University of Pennsylvania,"Health Care Procedure and Regulation, Law, Regulation, and Compliance, Health Care Administration, Regulation and Legal Compliance, Health Care, Information Privacy, Epidemiology, Nursing Practices",4.7,437,https://www.coursera.org/specializations/healthcare-law
Developing AI Applications with Python and Flask,IBM,"Python (Programming Language), Application Development, Generative AI, Unit Testing, Web Frameworks",4.3,608,https://www.coursera.org/learn/python-project-for-ai-application-development
Google Cloud Fundamentals: Core Infrastructure,Google Cloud,"Google Cloud, Cloud Infrastructure, Google Cloud Platform (GCP)",4.7,48000,https://www.coursera.org/learn/gcp-fundamentals
Electronic Music Production,Berklee,"Media Production, Human Computer Interaction, Programming Concepts, Design, Digital Design, Electronic Hardware, Analysis, Computer Programming, Creativity, Data Visualization, Generative AI, Language Acquisition, Process Analysis, Production Management, Software Development, Talent Acquisition, Talent Management, User Interface (UI)",4.8,2000,https://www.coursera.org/specializations/electronic-music-production
Pre-MBA Statistics,IIMA - IIM Ahmedabad,"Statistics, Statistical Analysis, Probability and Statistics, Statistical Hypothesis Testing, Data Analysis, Data Science",4.5,174,https://www.coursera.org/learn/pre-mbastatistics
Social Psychology,Wesleyan University,"Decision Making, Psychology, Teamwork",4.7,7000,https://www.coursera.org/learn/social-psychology
Healthcare IT Support,Johns Hopkins University,"Cybersecurity, Electronic Medical Record, Health Information Management and Medical Records, Help Desk Support, Information Assurance, Technical Support",4.7,1000,https://www.coursera.org/specializations/healthcare-it
Child Nutrition and Cooking,Stanford University,"Meal Planning and Preparation, Food Safety and Sanitation, Retail Operations",4.8,10000,https://www.coursera.org/learn/childnutrition
Design and Interpretation of Clinical Trials,Johns Hopkins University,"Clinical Trials, Clinical Data Management, Experimentation",4.7,2000,https://www.coursera.org/learn/clinical-trials
Introduction to Project Management,IBM,"Project Management, Project Management Institute (PMI) Methodology, Project Planning",4.8,646,https://www.coursera.org/learn/introduction-to-project-management
Building Your Leadership Skills,HEC Paris,"Leadership Development, Initiative and Leadership, Business Leadership",4.6,8000,https://www.coursera.org/learn/leadership-skills
Understanding Clinical Research: Behind the Statistics,University of Cape Town,"Statistical Hypothesis Testing, Clinical Data Management, Descriptive Statistics",4.8,3000,https://www.coursera.org/learn/clinical-research
Java FullStack Developer,Board Infinity,"Java, Angular (Web Framework), Cascading Style Sheets (CSS), Front End Design, Javascript and jQuery, Object Oriented Programming (OOP), Spring Boot",4.3,153,https://www.coursera.org/specializations/java-fullstack
Customer Analytics,University of Pennsylvania,"Customer Analysis, Marketing Analytics, Predictive Analytics",4.6,12000,https://www.coursera.org/learn/wharton-customer-analytics
Excel to MySQL: Analytic Techniques for Business,Duke University,"Data Analysis, Regression Analysis, Business Analysis, SQL (Programming Language), Data Visualization Software, Tableau (Business Intelligence Software), Financial Analysis, Spreadsheets, Business Communication, Business Intelligence, Business Intelligence Software, Cash Flow Forecasting, Communications, Data Analysis Software, Exploratory Data Analysis, Finance, Financial Data, Geospatial Information and Technology, Intelligence Collection and Analysis, Investment Management, Mathematics and Mathematical Modeling, Microsoft Excel, MySQL, Operational Support and Analysis, Predictive Modeling, Storytelling, Strategic Thinking",4.6,15000,https://www.coursera.org/specializations/excel-mysql
Neuroscience and Neuroimaging,Johns Hopkins University,"R (Programming Language), Statistical Programming, Data Management, Data Structures, 3D Visualization, Data Visualization, Bioinformatics, Probability and Statistics, Regression Analysis, Biostatistics, Extraction, Transformation, and Loading (ETL), Image Analysis, Psychology, Correlation Analysis, Critical Thinking and Problem Solving, Data Visualization Software, Design Strategies, Exploratory Data Analysis, Mathematics and Mathematical Modeling, Medical Science and Research, Operating Systems, Python (Programming Language), Scikit Learn (Machine Learning Library), Software Visualization",4.6,1000,https://www.coursera.org/specializations/computational-neuroscience
Social Media Marketing in Practice,Digital Marketing Institute,"Social Media, Digital Marketing, Communications, Marketing, Content Marketing, Media Strategy, Business Analysis, Customer Analysis, Marketing Analytics, Marketing Strategy and Techniques, Media Production",4.5,341,https://www.coursera.org/specializations/social-media-marketing-practice
Data Analysis and Visualization with Power BI,Microsoft,"Data Analysis, Data Visualization, Power BI",4.7,184,https://www.coursera.org/learn/data-analysis-and-visualization-with-power-bi
Learn English: Beginning Grammar,"University of California, Irvine",,4.9,3000,https://www.coursera.org/specializations/learn-english-beginning-grammar
Version Control,Meta,"Git (Version Control System), GitHub, Software Development Tools, Version Control, Linux, Software Engineering, Software Engineering Tools, Web Development",4.6,9000,https://www.coursera.org/learn/introduction-to-version-control
React Basics,Meta,"React.js, Mobile Development, UI Components, Web Development",4.7,7000,https://www.coursera.org/learn/react-basics
Data Science Foundations: Statistical Inference,University of Colorado Boulder,"Estimation, Probability and Statistics, Statistical Hypothesis Testing, R (Programming Language), Probability Distribution, Statistical Programming, Bayesian Statistics",4.4,199,https://www.coursera.org/specializations/statistical-inference-for-data-science-applications
Software Development Lifecycle,University of Minnesota,"Agile Software Development, Software Engineering, Agile Methodology, Software Development Life Cycle, Software Architecture, Software Development, Code Review, Continuous Delivery, Continuous Integration, Design Thinking, Scrum (Software Development), Software Design, Software Design Patterns, Software Testing, Theory of Computation, User Centered Design",4.7,2000,https://www.coursera.org/specializations/software-development-lifecycle
Construction Project Management,Columbia University,"Project Management, Construction Management, Construction Estimating",4.8,5000,https://www.coursera.org/learn/construction-project-management
An Introduction to American Law,University of Pennsylvania,Contract Management,4.8,7000,https://www.coursera.org/learn/american-law
Fundamentals of Machine Learning for Healthcare,Stanford University,"Machine Learning, Machine Learning Algorithms, Machine Learning Methods",4.8,405,https://www.coursera.org/learn/fundamental-machine-learning-healthcare
"Extract, Transform and Load Data in Power BI",Microsoft,"Data Analysis, Data Mining, Power BI",4.5,324,https://www.coursera.org/learn/extract-transform-and-load-data-in-power-bi
Supply Chain Logistics,Rutgers the State University of New Jersey,"Transportation, Supply Chain, and Logistics, Logistics, Transportation Operations",4.8,10000,https://www.coursera.org/learn/supply-chain-logistics
Introduction to Technical Writing,Board Infinity,,3.9,33,https://www.coursera.org/learn/technical-writing-introduction
Introduction to Forensic Science,"Nanyang Technological University, Singapore","Forensic Sciences, Criminal Investigation and Forensics, Digital Forensics",4.9,3000,https://www.coursera.org/learn/forensic-science
Design Thinking,University of Virginia,"Design Thinking, Design Research, Experimentation, Innovation, Persona Development, Prototyping",4.6,95,https://www.coursera.org/specializations/uva-darden-design-thinking
Object Oriented Programming,University of London,Cplusplus,4.7,100,https://www.coursera.org/specializations/object-oriented-programming-s12n
"Introduction to Biology: Ecology, Evolution, & Biodiversity",Rice University,"Life Sciences, Bioinformatics, Biostatistics, Critical Thinking and Problem Solving, Environment and Resource Management, Statistics",4.9,105,https://www.coursera.org/specializations/introduction-to-biology
Applied Data Science Capstone,IBM,"Data Visualization, Data Analysis Software, Data Science, GitHub",4.7,7000,https://www.coursera.org/learn/applied-data-science-capstone
Build Basic Generative Adversarial Networks (GANs),DeepLearning.AI,"Artificial Neural Networks, Generative AI, PyTorch (Machine Learning Library)",4.7,9000,https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans
The Science of Well-Being for Teens,Yale University,"Mental Health, Resilience, Behavioral Health",4.9,451,https://www.coursera.org/learn/the-science-of-well-being-for-teens
Civic Engagement in American Democracy,Duke University,"Social Studies, Journalism, Media Relations",4.8,91,https://www.coursera.org/learn/civic-engagement-american-democracy
Blockchain Revolution,INSEAD,"Blockchain, Finance, Financial Technology (Fintech), Operations Management, Strategic Planning, Contract Management, Cryptography, Entrepreneurship, Human Resource Planning, Management, Research and Development, Innovation, Marketing, Recruitment, Accounting, Auditing, Brand Management, Business Architecture, Business Leadership, Business Modeling, Conflict Management, Cyber Security Strategy, Cybersecurity, Decision Making, Digital Marketing, Financial Accounting, Financial Management, Human Resource Management, Identity and Access Management, Industrial and Organizational Psychology, Leadership Development, Organizational Development, Regulatory Compliance, Sales, Software Engineering, Strategic Thinking, Supply Chain, Supply Chain Management, Web Design and Development",4.7,9000,https://www.coursera.org/specializations/blockchain-revolution-enterprise
Introduction to Spreadsheets and Models,University of Pennsylvania,"Microsoft Excel, Spreadsheets, Data Analysis",4.2,8000,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models
Satisfaction Guaranteed: Develop Customer Loyalty Online,Google,"Customer Success Management, Marketing Analytics, Customer Relationship Management (CRM)",4.8,8000,https://www.coursera.org/learn/satisfaction-guaranteed
Advanced Machine Learning on Google Cloud,Google Cloud,"Computer Vision, Google Cloud, Natural Language Processing, Machine Learning, MLOps (Machine Learning Operations), TensorFlow, Scikit Learn (Machine Learning Library), Artificial Neural Networks, Deep Learning, Keras (Neural Network Library), Machine Learning Algorithms, Natural Language Processing (NLP), PySpark, Reinforcement Learning",4.5,4000,https://www.coursera.org/specializations/advanced-machine-learning-tensorflow-gcp
Executive Data Science,Johns Hopkins University,"Data Science, Data Analysis, Human Resource Planning, Probability and Statistics, Talent Management, Experimentation, Teamwork, Exploratory Data Analysis, Regression Analysis, Operations Management, Organizational Development, People Management, Statistical Analysis, Strategic Planning, Business Communications, Computer Programming, Data Collection, Data Engineering, Data Quality, Descriptive Statistics, Estimation, Machine Learning, Management, Programming Tools, R (Programming Language), Recruitment, Research and Development, Simulation and Simulation Software, Software Engineering, Statistical Hypothesis Testing, Statistics, Strategic Thinking",4.5,11000,https://www.coursera.org/specializations/executive-data-science
Statistics with Python,University of Michigan,"Statistical Programming, Regression Analysis, Statistical Analysis, Python (Programming Language), Statistical Hypothesis Testing, Data Visualization, Bayesian Statistics, Data Analysis, NumPy, Pandas (Python Package), Statistical Modeling",4.6,2000,https://www.coursera.org/specializations/statistics-with-python
PwC GST Taxation Executive,PwC India,"Tax, Tax Management, Billing and Invoicing, Sales Tax, Account Reconciliation, Accounting and Finance Software, Auditing, Corporate Accounting, Critical Thinking and Problem Solving, Economics, Governance Risk Management and Compliance, Invoicing, Law, Regulation, and Compliance, Regulation and Legal Compliance",4.6,62,https://www.coursera.org/professional-certificates/pwc-gst-taxation-executive
AI Strategy and Governance,University of Pennsylvania,"Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning",4.8,122,https://www.coursera.org/learn/wharton-ai-strategy-governance
Introduction to Python Programming,University of Pennsylvania,"Python (Programming Language), Computer Programming, Programming Concepts, Scripting Languages",4.5,1000,https://www.coursera.org/learn/python-programming-intro
Programming with Google Go,"University of California, Irvine","Go (Programming Language), C Based Programming Languages, Computer Architecture",4.6,7000,https://www.coursera.org/specializations/google-golang
Bioinformatics,University of California San Diego,"Bioinformatics, Algorithms, Computer Programming, Probability & Statistics, Computational Thinking, Computational Logic, Python Programming, Theoretical Computer Science, Critical Thinking, Graph Theory, Problem Solving",4.3,2000,https://www.coursera.org/specializations/bioinformatics
Autodesk CAD/CAM/CAE for Mechanical Engineering,Autodesk,,4.8,8000,https://www.coursera.org/specializations/autodesk-cad-cam-cae-mechanical-engineering
Natural Language Processing with Probabilistic Models,DeepLearning.AI,"Machine Learning, Natural Language Processing, Python Programming, Statistical Programming, Statistical Machine Learning",4.7,7000,https://www.coursera.org/learn/probabilistic-models-in-nlp
AI for Medical Diagnosis,DeepLearning.AI,"Machine Learning, Artificial Neural Networks, Deep Learning, Python Programming, Statistical Programming",4.7,9000,https://www.coursera.org/learn/ai-for-medical-diagnosis
Addiction Treatment: Clinical Skills for Healthcare Providers,Yale University,,4.8,7000,https://www.coursera.org/learn/addiction-treatment
International Humanitarian Law in Theory and Practice,Universiteit Leiden,,4.8,7000,https://www.coursera.org/learn/international-humanitarian-law
"Sequences, Time Series and Prediction",DeepLearning.AI,"Machine Learning, Forecasting, Tensorflow, Applied Machine Learning, Deep Learning, Artificial Neural Networks, Human Learning, Machine Learning Algorithms, Statistical Analysis, Statistical Machine Learning",4.7,5000,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction
"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University,"Mathematics, Linear Algebra, Algebra, Geometry, Computer Programming, Mathematical Theory & Analysis, Computer Programming Tools, Matlab, Python Programming, Algorithms, Critical Thinking, Problem Solving, Differential Equations, Graph Theory, Spatial Analysis, Planning, Supply Chain and Logistics",4.7,1000,https://www.coursera.org/specializations/modernrobotics
Omnichannel Retail Strategy,University of Pennsylvania,"Leadership and Management, Strategy, Retail Store Operations, E-Commerce, Marketing, Retail Sales, Sales, Strategy and Operations, Brand Management, Human Resources, Organizational Development, Supply Chain Systems, Supply Chain and Logistics, Data Analysis, Human Resources Operations, People Development, Performance Management, Talent Management, Market Analysis, Operations Management, People Analysis, Product Strategy",4.7,309,https://www.coursera.org/specializations/wharton-retail-strategy
Business English Communication Skills,University of Washington,"Business Communication, Communication, Leadership and Management, Planning, Negotiation, Writing, People Management, Professional Development, Business Intelligence, Strategy, Business Development, Decision Making, Organizational Development, Project Management, Public Relations, People Analysis, Customer Relationship Management, Basic Descriptive Statistics, Data Analysis, Human Resources, Visualization (Computer Graphics), Data Visualization, Regulations and Compliance, Statistical Tests",4.8,4000,https://www.coursera.org/specializations/business-english
Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,Health,4.8,2000,https://www.coursera.org/learn/vital-signs
TensorFlow: Data and Deployment,DeepLearning.AI,"Machine Learning, Applied Machine Learning, Deep Learning, Tensorflow, Computer Programming, Javascript, Artificial Neural Networks, Python Programming, Data Model, Machine Learning Software, Mobile Development, Web Development, Computer Vision, Mobile Development Tools, Extract, Transform, Load, Software Framework, iOS Development",4.6,4000,https://www.coursera.org/specializations/tensorflow-data-and-deployment
C# Programming for Unity Game Development,University of Colorado System,"Computer Programming, Programming Principles, Problem Solving, Software Engineering, C Programming Language Family, Computer Programming Tools, Critical Thinking, Leadership and Management, Mathematics, Data Structures",4.6,6000,https://www.coursera.org/specializations/programming-unity-game-development
Getting Started with Git and GitHub,IBM,"Collaboration, Leadership and Management, Mergers & Acquisitions, Software Engineering, Software Engineering Tools",4.6,874,https://www.coursera.org/learn/getting-started-with-git-and-github
Mathematics for Machine Learning: Linear Algebra,Imperial College London,"Algebra, Linear Algebra, Mathematics, Python Programming, Computer Programming, Machine Learning Algorithms, Problem Solving, Algorithms, Computer Programming Tools, Machine Learning",4.7,12000,https://www.coursera.org/learn/linear-algebra-machine-learning
CVS Health Call Center Customer Service,CVS Health,"Communication, Leadership and Management, Problem Solving",4.7,102,https://www.coursera.org/professional-certificates/cvshealth-call-center-customer-service
Scrum Master,SkillUp EdTech,"Project Management, Scrum (Software Development), Software Engineering",4.6,164,https://www.coursera.org/specializations/skillup-edtech-scrummaster
Introduction to Deep Learning & Neural Networks with Keras,IBM,"Algorithms, Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Network Model, Applied Machine Learning, Network Architecture, Python Programming, Regression",4.7,5000,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras
Nuts and Bolts of U.S. Immigration Law,University of Pennsylvania,,4.9,119,https://www.coursera.org/learn/us-immigration-law
Finance for Non-Finance Professionals,Rice University,"Accounting, Business Analysis, Data Analysis, Finance, Financial Analysis, Financial Management, Financial Accounting, Investment Management, Budget Management",4.8,6000,https://www.coursera.org/learn/finance-for-non-finance
Marine Biology,American Museum of Natural History,,4.8,145,https://www.coursera.org/learn/marine-biology
Marketing Strategy,IE Business School,"Marketing, Market Analysis, Strategy, Marketing Management, Market Research, Product Marketing, Brand Management, Customer Analysis, Media Strategy & Planning, Product Strategy, Strategy and Operations, People Analysis, Decision Making, Research and Design, Process Analysis, Risk Management, Data Analysis, Planning, Communication",4.5,8000,https://www.coursera.org/specializations/marketing-strategy
Navigating Generative AI: A CEO Playbook,Coursera,,4.7,37,https://www.coursera.org/learn/navigating-generative-ai-ceo-playbook-v2
"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University,,4.8,457,https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking
Artificial Intelligence: an Overview,Politecnico di Milano,"Artificial Intelligence, Regulation and Legal Compliance, Deep Learning, Machine Learning, Critical Thinking and Problem Solving, Dimensionality Reduction, Instructional and Curriculum Design, Reinforcement Learning",4.5,232,https://www.coursera.org/specializations/artificial-intelligence-overview
Sports Performance Analytics,University of Michigan,"Regression Analysis, Statistical Programming, Analytics, Advanced Analytics, Data Analysis, Statistical Analysis, Pandas (Python Package), Scikit Learn (Machine Learning Library), Data Collection, Python (Programming Language), Analysis, Correlation Analysis, Decision Tree Learning, Human Factors, Machine Learning, Peripheral Devices, Predictive Analytics, SQL (Programming Language), Vital Signs",4.5,218,https://www.coursera.org/specializations/sports-analytics
Microsoft Azure Developer Associate (AZ-204),Microsoft,"Microsoft Azure, Cloud Engineering, Virtualization and Virtual Machines, Cloud Security, Cloud Storage, Azure DevOps, Cloud Management, GitHub, Identity and Access Management, Information Systems Security, Security Engineering, Windows PowerShell",4.5,150,https://www.coursera.org/professional-certificates/azure-developer-associate
AI Applications in People Management,University of Pennsylvania,"Artificial Intelligence and Machine Learning (AI/ML), Human Resources Management and Planning, Machine Learning Methods",4.7,132,https://www.coursera.org/learn/wharton-ai-applications-people-management
Introduction to Logic and Critical Thinking,Duke University,"Logical Reasoning, Critical Thinking",4.6,3000,https://www.coursera.org/specializations/logic-critical-thinking-duke
Animal Behaviour and Welfare,The University of Edinburgh,,4.8,5000,https://www.coursera.org/learn/animal-welfare
Market Research,"University of California, Davis","Market Research, User Research, Survey Development, Data Collection, Data Visualization, Regression Analysis, Business Communications, Customer Analysis, Data Quality, Digital Marketing, Marketing Analytics, Marketing Strategy and Techniques, Research, Statistical Analysis",4.6,3000,https://www.coursera.org/specializations/market-research
Introduction to Computer Vision and Image Processing,IBM,"Computer Vision, Image Analysis, Machine Learning, Data Science, Deep Learning",4.3,1000,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv
Developing APIs with Google Cloud's Apigee API Platform,Google Cloud,"Cloud API, Google Cloud, Google Cloud Platform (GCP), Application Programming Interface (API), Cloud Computing, Restful API, Cloud Engineering, Analytics, Application Security, Javascript and jQuery, Open Web Application Security Project (OWASP), Security Engineering",4.7,8000,https://www.coursera.org/specializations/apigee-api-gcp
Introduction to Calculus,The University of Sydney,"Calculus, Mathematics, Differential Equations, Mathematical Analysis",4.8,5000,https://www.coursera.org/learn/introduction-to-calculus
Creative Thinking: Techniques and Tools for Success,Imperial College London,"Creativity, Problem Solving, Critical Thinking and Problem Solving, Creative Design, Design Thinking",4.7,2000,https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success
Introduction to Computer Science and Programming,University of London,"Mathematics and Mathematical Modeling, Computer Networks, Computer Science, Network Troubleshooting, Computer Programming, Cyber Security, Cybersecurity, Data Management, Graphing, Mathematics, Network Model, Network Security, Programming Concepts, Security Engineering",4.2,4000,https://www.coursera.org/specializations/introduction-computer-science-programming
Big Data,University of California San Diego,"Apache Spark, Data Analysis, Machine Learning, Big Data, Graph Theory, Mathematics, PySpark, Statistical Programming, Apache Hadoop, Data Analysis Software, Exploratory Data Analysis, Machine Learning Algorithms, Data Mining, Probability and Statistics, Data Modeling, Data Visualization, Python (Programming Language), SQL (Programming Language), Splunk, Statistical Graphics, Analytics, Correlation Analysis, Data Science, Decision Tree Learning, Dependency Analysis, Descriptive Statistics, Dimensionality Reduction, Feature Engineering, GraphQL, Pandas (Python Package), Redis, Regression Analysis, Statistical Analysis, Statistics",4.5,14000,https://www.coursera.org/specializations/big-data
Business Statistics and Analysis,Rice University,"Statistical Analysis, Probability and Statistics, Business Analysis, Spreadsheets, Data Analysis, Statistics, Microsoft Excel, Regression Analysis, Statistical Hypothesis Testing, Business Intelligence, Data Visualization, Descriptive Statistics, Statistical Graphics, Graphing, Probability Distribution, Data Mining, Exploratory Data Analysis",4.7,12000,https://www.coursera.org/specializations/business-statistics-analysis
Circular Economy - Sustainable Materials Management,Lund University,"Business Modeling, Supply Chain",4.8,8000,https://www.coursera.org/learn/circular-economy
Forensic Accounting and Fraud Examination,West Virginia University,"Internal Auditing, Auditing, Data Mining",4.7,5000,https://www.coursera.org/learn/forensic-accounting
Fundamentals of Accounting,University of Illinois at Urbana-Champaign,"Cost Accounting, Accounting, Financial Analysis, Financial Accounting, Management Accounting, Business Analysis, Data Analysis, Decision Making, Entrepreneurship, Management, Financial Statements, Financial Reporting, General Accounting, Industrial and Organizational Psychology, Marketing, Materials Planning, Operations Management, Organizational Development, Performance Management, Sales, Strategic Planning, Strategic Thinking",4.6,9000,https://www.coursera.org/specializations/accounting-fundamentals
Foundational Finance for Strategic Decision Making,University of Michigan,"Financial Analysis, Financial Modeling, Finance, Mathematics and Mathematical Modeling",4.7,2000,https://www.coursera.org/specializations/foundational-finance
Microeconomics Principles,University of Illinois at Urbana-Champaign,"Economics, Economics, Policy, and Social Studies, Finance",4.8,9000,https://www.coursera.org/learn/microeconomics
Natural Language Processing in TensorFlow,DeepLearning.AI,"TensorFlow, Natural Language Processing, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning, Machine Learning Methods, Natural Language Processing (NLP)",4.6,4000,https://www.coursera.org/learn/natural-language-processing-tensorflow
Strategic Management and Innovation,Copenhagen Business School,"Strategic Planning, Strategic Thinking, Entrepreneurship, Management, Marketing, Operations Management, Sales, Business Strategies, Business Strategy, Business Communications, Business Development, Business Transformation, Change Management, Critical Thinking, Network Analysis, Performance Management, Risk Management, Strategic Communication",4.7,8000,https://www.coursera.org/specializations/strategic-management
Introduction to Programming with MATLAB,Vanderbilt University,"MATLAB, Computer Programming, Linear Algebra",4.8,17000,https://www.coursera.org/learn/matlab
Music Business,Berklee,"Law, Regulation, and Compliance, Fundraising and Crowdsourcing, Accounting and Finance Software, Applied Marketing, Brand Management, Branding, Corporate Accounting, Critical Thinking and Problem Solving, Design, Lease Contracts, Media Production, Production Management, Regulation and Legal Compliance, Social Media, Talent Management",4.8,3000,https://www.coursera.org/specializations/music-business
Introduction to Business,"University of California, Irvine","Marketing, Digital Marketing, Entrepreneurship, Management, Operations Management, Strategic Planning, Business Management, Communications, Financial Analysis, People Management, Planning, Sales, Strategic Thinking, Supply Chain, Business Analysis, Business Communication, Business Leadership, Collaboration, Customer Analysis, Financial Accounting, Financial Modeling, Human Resource Planning, Leadership Development, Search Engine Optimization, Social Media",4.7,278,https://www.coursera.org/specializations/business-introduction
Health Informatics,Johns Hopkins University,"Change Management, Data Analysis, Data Science, Health Information Management and Medical Records, Electronic Medical Record, Clinical Data Management, Cloud Engineering, Data Management, Design Thinking, Machine Learning, Patient Safety, Project Management, SQL (Programming Language), Semantic Web, User Centered Design",4.4,762,https://www.coursera.org/specializations/health-informatics
Digital Product Management: Modern Fundamentals,University of Virginia,"Product Management, Product Development, Product Strategy",4.7,1000,https://www.coursera.org/learn/uva-darden-digital-product-management
Core 1: Hardware and Network Troubleshooting,IBM,"Hardware Troubleshooting, Network Troubleshooting, Technical Assistance",4.5,27,https://www.coursera.org/learn/core1-hardware-and-network-troubleshooting
Game Design: Art and Concepts,California Institute of the Arts,,4.7,9000,https://www.coursera.org/specializations/game-design
Cybersecurity Attack and Defense Fundamentals,EC-Council,"Cybersecurity, Digital Forensics, Network Security, Security Engineering, Cloud Security, Internet of Things (IoT), Network Analysis, Cryptography, Encryption, Identity and Access Management, Malware Analysis, Mobile Security, Penetration Testing",4.6,368,https://www.coursera.org/specializations/cybersecurity-attack-and-defense
Machine Learning Modeling Pipelines in Production,DeepLearning.AI,"Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Machine Learning Algorithms",4.4,410,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production
Deep Neural Networks with PyTorch,IBM,"PyTorch (Machine Learning Library), Deep Learning, Artificial Neural Networks",4.4,6000,https://www.coursera.org/learn/deep-neural-networks-with-pytorch
GoodwillÂ® Career Coach and Navigator,Goodwill Industries International,"Training and Development, Client Support, Talent Sourcing, Analysis, General Networking, Prospecting and Qualification, Talent Acquisition, Community and Social Work, Conflict Management, Customer and Client Support, Human Resources, Mental Health Therapies, Technology Solutions",4.7,164,https://www.coursera.org/professional-certificates/goodwill-career-coach-and-navigator
Data Modeling in Power BI,Microsoft,"Data Analysis, Data Modeling, Data Visualization, Power BI",4.2,286,https://www.coursera.org/learn/data-modeling-in-power-bi
Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,"Entrepreneurship, Entrepreneurial Finance, New Business Development",4.8,2000,https://www.coursera.org/learn/wharton-entrepreneurship-opportunity
